pull_date,pull_time,location,update_time,pct_full,date,time,wday
1/15/23,19:30,Nick Power House,Updated 28 minutes ago,19.29,1/15/23,19:02,Sunday
1/15/23,19:30,Nick Track,Updated 28 minutes ago,5,1/15/23,19:02,Sunday
1/15/23,19:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,23:40,Nick Level 1 Fitness,Updated over an hour ago,28.67,n/a,n/a,n/a
1/15/23,23:40,Nick Level 2 Fitness,Updated over an hour ago,33,n/a,n/a,n/a
1/15/23,23:40,Nick Level 3 Fitness,Updated over an hour ago,28.5,n/a,n/a,n/a
1/15/23,23:40,Nick Power House,Updated over an hour ago,19.29,n/a,n/a,n/a
1/15/23,23:40,Nick Track,Updated over an hour ago,5,n/a,n/a,n/a
1/15/23,23:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,23:50,Nick Level 1 Fitness,Updated over an hour ago,28.67,n/a,n/a,n/a
1/15/23,23:50,Nick Level 2 Fitness,Updated over an hour ago,33,n/a,n/a,n/a
1/15/23,23:50,Nick Level 3 Fitness,Updated over an hour ago,28.5,n/a,n/a,n/a
1/15/23,23:50,Nick Power House,Updated over an hour ago,19.29,n/a,n/a,n/a
1/15/23,23:50,Nick Track,Updated over an hour ago,5,n/a,n/a,n/a
1/15/23,23:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,8:30,Nick Level 1 Fitness,Updated 37 minutes ago,4.67,1/16/23,7:53,Monday
1/16/23,8:30,Nick Level 2 Fitness,Updated 37 minutes ago,5,1/16/23,7:53,Monday
1/16/23,8:30,Nick Level 3 Fitness,Updated 37 minutes ago,8.5,1/16/23,7:53,Monday
1/16/23,8:30,Nick Power House,Updated 37 minutes ago,5.71,1/16/23,7:53,Monday
1/16/23,8:30,Nick Track,Updated 37 minutes ago,2,1/16/23,7:53,Monday
1/16/23,8:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,8:40,Nick Level 1 Fitness,Updated 47 minutes ago,4.67,1/16/23,7:53,Monday
1/16/23,8:40,Nick Level 2 Fitness,Updated 47 minutes ago,5,1/16/23,7:53,Monday
1/16/23,8:40,Nick Level 3 Fitness,Updated 47 minutes ago,8.5,1/16/23,7:53,Monday
1/16/23,8:40,Nick Power House,Updated 47 minutes ago,5.71,1/16/23,7:53,Monday
1/16/23,8:40,Nick Track,Updated 47 minutes ago,2,1/16/23,7:53,Monday
1/16/23,8:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,8:50,Nick Level 1 Fitness,Updated 7 minutes ago,4.67,1/16/23,8:43,Monday
1/16/23,8:50,Nick Level 2 Fitness,Updated 7 minutes ago,5,1/16/23,8:43,Monday
1/16/23,8:50,Nick Level 3 Fitness,Updated 57 minutes ago,8.5,1/16/23,7:53,Monday
1/16/23,8:50,Nick Power House,Updated 7 minutes ago,6.43,1/16/23,8:43,Monday
1/16/23,8:50,Nick Track,Updated 7 minutes ago,3,1/16/23,8:43,Monday
1/16/23,8:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,9:00,Nick Level 1 Fitness,Updated 17 minutes ago,4.67,1/16/23,8:43,Monday
1/16/23,9:00,Nick Level 2 Fitness,Updated 17 minutes ago,5,1/16/23,8:43,Monday
1/16/23,9:00,Nick Level 3 Fitness,Updated an hour ago,8.5,1/16/23,8:00,Monday
1/16/23,9:00,Nick Power House,Updated 17 minutes ago,6.43,1/16/23,8:43,Monday
1/16/23,9:00,Nick Track,Updated 17 minutes ago,3,1/16/23,8:43,Monday
1/16/23,9:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,9:10,Nick Level 1 Fitness,Updated 27 minutes ago,4.67,1/16/23,8:43,Monday
1/16/23,9:10,Nick Level 2 Fitness,Updated 27 minutes ago,5,1/16/23,8:43,Monday
1/16/23,9:10,Nick Level 3 Fitness,Updated an hour ago,8.5,1/16/23,8:10,Monday
1/16/23,9:10,Nick Power House,Updated 27 minutes ago,6.43,1/16/23,8:43,Monday
1/16/23,9:10,Nick Track,Updated 27 minutes ago,3,1/16/23,8:43,Monday
1/16/23,9:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,9:20,Nick Level 1 Fitness,Updated 38 minutes ago,4.67,1/16/23,8:42,Monday
1/16/23,9:20,Nick Level 2 Fitness,Updated 38 minutes ago,5,1/16/23,8:42,Monday
1/16/23,9:20,Nick Level 3 Fitness,Updated an hour ago,8.5,1/16/23,8:20,Monday
1/16/23,9:20,Nick Power House,Updated 38 minutes ago,6.43,1/16/23,8:42,Monday
1/16/23,9:20,Nick Track,Updated 38 minutes ago,3,1/16/23,8:42,Monday
1/16/23,9:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,9:30,Nick Level 1 Fitness,Updated 47 minutes ago,4.67,1/16/23,8:43,Monday
1/16/23,9:30,Nick Level 2 Fitness,Updated 47 minutes ago,5,1/16/23,8:43,Monday
1/16/23,9:30,Nick Level 3 Fitness,Updated over an hour ago,8.5,n/a,n/a,n/a
1/16/23,9:30,Nick Power House,Updated 47 minutes ago,6.43,1/16/23,8:43,Monday
1/16/23,9:30,Nick Track,Updated 47 minutes ago,3,1/16/23,8:43,Monday
1/16/23,9:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,9:40,Nick Level 1 Fitness,Updated 9 minutes ago,6.67,1/16/23,9:31,Monday
1/16/23,9:40,Nick Level 2 Fitness,Updated 9 minutes ago,10,1/16/23,9:31,Monday
1/16/23,9:40,Nick Level 3 Fitness,Updated 9 minutes ago,6,1/16/23,9:31,Monday
1/16/23,9:40,Nick Power House,Updated 9 minutes ago,9.29,1/16/23,9:31,Monday
1/16/23,9:40,Nick Track,Updated 9 minutes ago,4,1/16/23,9:31,Monday
1/16/23,9:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,10:10,Nick Level 1 Fitness,Updated 39 minutes ago,6.67,1/16/23,9:31,Monday
1/16/23,10:10,Nick Level 2 Fitness,Updated 39 minutes ago,10,1/16/23,9:31,Monday
1/16/23,10:10,Nick Level 3 Fitness,Updated 39 minutes ago,6,1/16/23,9:31,Monday
1/16/23,10:10,Nick Power House,Updated 39 minutes ago,9.29,1/16/23,9:31,Monday
1/16/23,10:10,Nick Track,Updated 39 minutes ago,4,1/16/23,9:31,Monday
1/16/23,10:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,10:20,Nick Level 1 Fitness,Updated 49 minutes ago,6.67,1/16/23,9:31,Monday
1/16/23,10:20,Nick Level 2 Fitness,Updated 49 minutes ago,10,1/16/23,9:31,Monday
1/16/23,10:20,Nick Level 3 Fitness,Updated 49 minutes ago,6,1/16/23,9:31,Monday
1/16/23,10:20,Nick Power House,Updated 49 minutes ago,9.29,1/16/23,9:31,Monday
1/16/23,10:20,Nick Track,Updated 49 minutes ago,4,1/16/23,9:31,Monday
1/16/23,10:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,10:30,Nick Level 1 Fitness,Updated 59 minutes ago,6.67,1/16/23,9:31,Monday
1/16/23,10:30,Nick Level 2 Fitness,Updated 59 minutes ago,10,1/16/23,9:31,Monday
1/16/23,10:30,Nick Level 3 Fitness,Updated 59 minutes ago,6,1/16/23,9:31,Monday
1/16/23,10:30,Nick Power House,Updated 59 minutes ago,9.29,1/16/23,9:31,Monday
1/16/23,10:30,Nick Track,Updated 59 minutes ago,4,1/16/23,9:31,Monday
1/16/23,10:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,10:40,Nick Level 1 Fitness,Updated 9 minutes ago,11.33,1/16/23,10:31,Monday
1/16/23,10:40,Nick Level 2 Fitness,Updated 9 minutes ago,18,1/16/23,10:31,Monday
1/16/23,10:40,Nick Level 3 Fitness,Updated 9 minutes ago,14.5,1/16/23,10:31,Monday
1/16/23,10:40,Nick Power House,Updated 9 minutes ago,12.86,1/16/23,10:31,Monday
1/16/23,10:40,Nick Track,Updated 9 minutes ago,5,1/16/23,10:31,Monday
1/16/23,10:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,10:50,Nick Level 1 Fitness,Updated 19 minutes ago,11.33,1/16/23,10:31,Monday
1/16/23,10:50,Nick Level 2 Fitness,Updated 19 minutes ago,18,1/16/23,10:31,Monday
1/16/23,10:50,Nick Level 3 Fitness,Updated 19 minutes ago,14.5,1/16/23,10:31,Monday
1/16/23,10:50,Nick Power House,Updated 19 minutes ago,12.86,1/16/23,10:31,Monday
1/16/23,10:50,Nick Track,Updated 19 minutes ago,5,1/16/23,10:31,Monday
1/16/23,10:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,11:30,Nick Level 1 Fitness,Updated 59 minutes ago,11.33,1/16/23,10:31,Monday
1/16/23,11:30,Nick Level 2 Fitness,Updated 59 minutes ago,18,1/16/23,10:31,Monday
1/16/23,11:30,Nick Level 3 Fitness,Updated 59 minutes ago,14.5,1/16/23,10:31,Monday
1/16/23,11:30,Nick Power House,Updated 59 minutes ago,12.86,1/16/23,10:31,Monday
1/16/23,11:30,Nick Track,Updated 59 minutes ago,5,1/16/23,10:31,Monday
1/16/23,11:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,11:40,Nick Level 1 Fitness,Updated 6 minutes ago,18,1/16/23,11:34,Monday
1/16/23,11:40,Nick Level 2 Fitness,Updated 6 minutes ago,22,1/16/23,11:34,Monday
1/16/23,11:40,Nick Level 3 Fitness,Updated 6 minutes ago,31,1/16/23,11:34,Monday
1/16/23,11:40,Nick Power House,Updated 6 minutes ago,17.86,1/16/23,11:34,Monday
1/16/23,11:40,Nick Track,Updated 6 minutes ago,10,1/16/23,11:34,Monday
1/16/23,11:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,11:50,Nick Level 1 Fitness,Updated 16 minutes ago,18,1/16/23,11:34,Monday
1/16/23,11:50,Nick Level 2 Fitness,Updated 16 minutes ago,22,1/16/23,11:34,Monday
1/16/23,11:50,Nick Level 3 Fitness,Updated 16 minutes ago,31,1/16/23,11:34,Monday
1/16/23,11:50,Nick Power House,Updated 16 minutes ago,17.86,1/16/23,11:34,Monday
1/16/23,11:50,Nick Track,Updated 16 minutes ago,10,1/16/23,11:34,Monday
1/16/23,11:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,12:00,Nick Level 1 Fitness,Updated 26 minutes ago,18,1/16/23,11:34,Monday
1/16/23,12:00,Nick Level 2 Fitness,Updated 26 minutes ago,22,1/16/23,11:34,Monday
1/16/23,12:00,Nick Level 3 Fitness,Updated 26 minutes ago,31,1/16/23,11:34,Monday
1/16/23,12:00,Nick Power House,Updated 26 minutes ago,17.86,1/16/23,11:34,Monday
1/16/23,12:00,Nick Track,Updated 26 minutes ago,10,1/16/23,11:34,Monday
1/16/23,12:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,12:10,Nick Level 1 Fitness,Updated 36 minutes ago,18,1/16/23,11:34,Monday
1/16/23,12:10,Nick Level 2 Fitness,Updated 36 minutes ago,22,1/16/23,11:34,Monday
1/16/23,12:10,Nick Level 3 Fitness,Updated 36 minutes ago,31,1/16/23,11:34,Monday
1/16/23,12:10,Nick Power House,Updated 36 minutes ago,17.86,1/16/23,11:34,Monday
1/16/23,12:10,Nick Track,Updated 36 minutes ago,10,1/16/23,11:34,Monday
1/16/23,12:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,12:20,Nick Level 1 Fitness,Updated 46 minutes ago,18,1/16/23,11:34,Monday
1/16/23,12:20,Nick Level 2 Fitness,Updated 46 minutes ago,22,1/16/23,11:34,Monday
1/16/23,12:20,Nick Level 3 Fitness,Updated 46 minutes ago,31,1/16/23,11:34,Monday
1/16/23,12:20,Nick Power House,Updated 46 minutes ago,17.86,1/16/23,11:34,Monday
1/16/23,12:20,Nick Track,Updated 46 minutes ago,10,1/16/23,11:34,Monday
1/16/23,12:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,12:30,Nick Level 1 Fitness,Updated 56 minutes ago,18,1/16/23,11:34,Monday
1/16/23,12:30,Nick Level 2 Fitness,Updated 56 minutes ago,22,1/16/23,11:34,Monday
1/16/23,12:30,Nick Level 3 Fitness,Updated 56 minutes ago,31,1/16/23,11:34,Monday
1/16/23,12:30,Nick Power House,Updated 56 minutes ago,17.86,1/16/23,11:34,Monday
1/16/23,12:30,Nick Track,Updated 56 minutes ago,10,1/16/23,11:34,Monday
1/16/23,12:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,13:20,Nick Level 1 Fitness,Updated 22 minutes ago,14.67,1/16/23,12:58,Monday
1/16/23,13:20,Nick Level 2 Fitness,Updated 22 minutes ago,22,1/16/23,12:58,Monday
1/16/23,13:20,Nick Level 3 Fitness,Updated 22 minutes ago,25.5,1/16/23,12:58,Monday
1/16/23,13:20,Nick Power House,Updated 22 minutes ago,21.43,1/16/23,12:58,Monday
1/16/23,13:20,Nick Track,Updated 22 minutes ago,10,1/16/23,12:58,Monday
1/16/23,13:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,13:30,Nick Level 1 Fitness,Updated 32 minutes ago,14.67,1/16/23,12:58,Monday
1/16/23,13:30,Nick Level 2 Fitness,Updated 32 minutes ago,22,1/16/23,12:58,Monday
1/16/23,13:30,Nick Level 3 Fitness,Updated 33 minutes ago,25.5,1/16/23,12:57,Monday
1/16/23,13:30,Nick Power House,Updated 32 minutes ago,21.43,1/16/23,12:58,Monday
1/16/23,13:30,Nick Track,Updated 33 minutes ago,10,1/16/23,12:57,Monday
1/16/23,13:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,13:40,Nick Level 1 Fitness,Updated 5 minutes ago,16.67,1/16/23,13:35,Monday
1/16/23,13:40,Nick Level 2 Fitness,Updated 5 minutes ago,21,1/16/23,13:35,Monday
1/16/23,13:40,Nick Level 3 Fitness,Updated 5 minutes ago,29,1/16/23,13:35,Monday
1/16/23,13:40,Nick Power House,Updated 5 minutes ago,25,1/16/23,13:35,Monday
1/16/23,13:40,Nick Track,Updated 5 minutes ago,6,1/16/23,13:35,Monday
1/16/23,13:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,13:50,Nick Level 1 Fitness,Updated 14 minutes ago,16.67,1/16/23,13:36,Monday
1/16/23,13:50,Nick Level 2 Fitness,Updated 14 minutes ago,21,1/16/23,13:36,Monday
1/16/23,13:50,Nick Level 3 Fitness,Updated 15 minutes ago,29,1/16/23,13:35,Monday
1/16/23,13:50,Nick Power House,Updated 14 minutes ago,25,1/16/23,13:36,Monday
1/16/23,13:50,Nick Track,Updated 15 minutes ago,6,1/16/23,13:35,Monday
1/16/23,13:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,14:00,Nick Level 1 Fitness,Updated 25 minutes ago,16.67,1/16/23,13:35,Monday
1/16/23,14:00,Nick Level 2 Fitness,Updated 25 minutes ago,21,1/16/23,13:35,Monday
1/16/23,14:00,Nick Level 3 Fitness,Updated 25 minutes ago,29,1/16/23,13:35,Monday
1/16/23,14:00,Nick Power House,Updated 25 minutes ago,25,1/16/23,13:35,Monday
1/16/23,14:00,Nick Track,Updated 25 minutes ago,6,1/16/23,13:35,Monday
1/16/23,14:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,14:10,Nick Level 1 Fitness,Updated 35 minutes ago,16.67,1/16/23,13:35,Monday
1/16/23,14:10,Nick Level 2 Fitness,Updated 35 minutes ago,21,1/16/23,13:35,Monday
1/16/23,14:10,Nick Level 3 Fitness,Updated 35 minutes ago,29,1/16/23,13:35,Monday
1/16/23,14:10,Nick Power House,Updated 35 minutes ago,25,1/16/23,13:35,Monday
1/16/23,14:10,Nick Track,Updated 35 minutes ago,6,1/16/23,13:35,Monday
1/16/23,14:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,14:20,Nick Level 1 Fitness,Updated 45 minutes ago,16.67,1/16/23,13:35,Monday
1/16/23,14:20,Nick Level 2 Fitness,Updated 45 minutes ago,21,1/16/23,13:35,Monday
1/16/23,14:20,Nick Level 3 Fitness,Updated 45 minutes ago,29,1/16/23,13:35,Monday
1/16/23,14:20,Nick Power House,Updated 45 minutes ago,25,1/16/23,13:35,Monday
1/16/23,14:20,Nick Track,Updated 45 minutes ago,6,1/16/23,13:35,Monday
1/16/23,14:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,14:30,Nick Level 1 Fitness,Updated 55 minutes ago,16.67,1/16/23,13:35,Monday
1/16/23,14:30,Nick Level 2 Fitness,Updated 55 minutes ago,21,1/16/23,13:35,Monday
1/16/23,14:30,Nick Level 3 Fitness,Updated 55 minutes ago,29,1/16/23,13:35,Monday
1/16/23,14:30,Nick Power House,Updated 55 minutes ago,25,1/16/23,13:35,Monday
1/16/23,14:30,Nick Track,Updated 55 minutes ago,6,1/16/23,13:35,Monday
1/16/23,14:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,14:48,Nick Level 1 Fitness,Updated an hour ago,16.67,1/16/23,13:48,Monday
1/16/23,14:48,Nick Level 2 Fitness,Updated an hour ago,21,1/16/23,13:48,Monday
1/16/23,14:48,Nick Level 3 Fitness,Updated an hour ago,29,1/16/23,13:48,Monday
1/16/23,14:48,Nick Power House,Updated an hour ago,25,1/16/23,13:48,Monday
1/16/23,14:48,Nick Track,Updated an hour ago,6,1/16/23,13:48,Monday
1/16/23,14:48,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,15:51,Nick Level 1 Fitness,Updated moments ago,15.33,1/16/23,15:51,Monday
1/16/23,15:51,Nick Level 2 Fitness,Updated moments ago,26,1/16/23,15:51,Monday
1/16/23,15:51,Nick Level 3 Fitness,Updated moments ago,35,1/16/23,15:51,Monday
1/16/23,15:51,Nick Power House,Updated moments ago,32.14,1/16/23,15:51,Monday
1/16/23,15:51,Nick Track,Updated moments ago,12,1/16/23,15:51,Monday
1/16/23,15:51,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,22:10,Nick Level 1 Fitness,Updated over an hour ago,19.33,n/a,n/a,n/a
1/16/23,22:10,Nick Level 2 Fitness,Updated over an hour ago,31,n/a,n/a,n/a
1/16/23,22:10,Nick Level 3 Fitness,Updated over an hour ago,37.5,n/a,n/a,n/a
1/16/23,22:10,Nick Power House,Updated over an hour ago,33.57,n/a,n/a,n/a
1/16/23,22:10,Nick Track,Updated over an hour ago,14,n/a,n/a,n/a
1/16/23,22:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/16/23,22:20,Nick Level 1 Fitness,Updated over an hour ago,19.33,n/a,n/a,n/a
1/16/23,22:20,Nick Level 2 Fitness,Updated over an hour ago,31,n/a,n/a,n/a
1/16/23,22:20,Nick Level 3 Fitness,Updated over an hour ago,37.5,n/a,n/a,n/a
1/16/23,22:20,Nick Power House,Updated over an hour ago,33.57,n/a,n/a,n/a
1/16/23,22:20,Nick Track,Updated over an hour ago,14,n/a,n/a,n/a
1/16/23,22:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/17/23,8:16,Nick Level 1 Fitness,Updated 21 minutes ago,10,1/17/23,7:55,Tuesday
1/17/23,8:16,Nick Level 2 Fitness,Updated 21 minutes ago,12,1/17/23,7:55,Tuesday
1/17/23,8:16,Nick Level 3 Fitness,Updated 21 minutes ago,9,1/17/23,7:55,Tuesday
1/17/23,8:16,Nick Power House,Updated 21 minutes ago,11.43,1/17/23,7:55,Tuesday
1/17/23,8:16,Nick Track,Updated 21 minutes ago,6,1/17/23,7:55,Tuesday
1/17/23,8:16,Soderholm Family Aquatic Center,Updated 50 minutes ago,0,1/17/23,7:26,Tuesday
1/17/23,8:20,Nick Level 1 Fitness,Updated 25 minutes ago,10,1/17/23,7:55,Tuesday
1/17/23,8:20,Nick Level 2 Fitness,Updated 25 minutes ago,12,1/17/23,7:55,Tuesday
1/17/23,8:20,Nick Level 3 Fitness,Updated 25 minutes ago,9,1/17/23,7:55,Tuesday
1/17/23,8:20,Nick Power House,Updated 25 minutes ago,11.43,1/17/23,7:55,Tuesday
1/17/23,8:20,Nick Track,Updated 25 minutes ago,6,1/17/23,7:55,Tuesday
1/17/23,8:20,Soderholm Family Aquatic Center,Updated 54 minutes ago,0,1/17/23,7:26,Tuesday
1/17/23,8:30,Nick Level 1 Fitness,Updated 35 minutes ago,10,1/17/23,7:55,Tuesday
1/17/23,8:30,Nick Level 2 Fitness,Updated 35 minutes ago,12,1/17/23,7:55,Tuesday
1/17/23,8:30,Nick Level 3 Fitness,Updated 35 minutes ago,9,1/17/23,7:55,Tuesday
1/17/23,8:30,Nick Power House,Updated 35 minutes ago,11.43,1/17/23,7:55,Tuesday
1/17/23,8:30,Nick Track,Updated 35 minutes ago,6,1/17/23,7:55,Tuesday
1/17/23,8:30,Soderholm Family Aquatic Center,Updated an hour ago,0,1/17/23,7:30,Tuesday
1/17/23,8:40,Nick Level 1 Fitness,Updated moments ago,4.67,1/17/23,8:40,Tuesday
1/17/23,8:40,Nick Level 2 Fitness,Updated moments ago,6,1/17/23,8:40,Tuesday
1/17/23,8:40,Nick Level 3 Fitness,Updated moments ago,8,1/17/23,8:40,Tuesday
1/17/23,8:40,Nick Power House,Updated moments ago,10,1/17/23,8:40,Tuesday
1/17/23,8:40,Nick Track,Updated moments ago,6,1/17/23,8:40,Tuesday
1/17/23,8:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/17/23,8:50,Nick Level 1 Fitness,Updated 11 minutes ago,4.67,1/17/23,8:39,Tuesday
1/17/23,8:50,Nick Level 2 Fitness,Updated 11 minutes ago,6,1/17/23,8:39,Tuesday
1/17/23,8:50,Nick Level 3 Fitness,Updated 11 minutes ago,8,1/17/23,8:39,Tuesday
1/17/23,8:50,Nick Power House,Updated 11 minutes ago,10,1/17/23,8:39,Tuesday
1/17/23,8:50,Nick Track,Updated 11 minutes ago,6,1/17/23,8:39,Tuesday
1/17/23,8:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/17/23,9:00,Nick Level 1 Fitness,Updated 21 minutes ago,4.67,1/17/23,8:39,Tuesday
1/17/23,9:00,Nick Level 2 Fitness,Updated 21 minutes ago,6,1/17/23,8:39,Tuesday
1/17/23,9:00,Nick Level 3 Fitness,Updated 21 minutes ago,8,1/17/23,8:39,Tuesday
1/17/23,9:00,Nick Power House,Updated 21 minutes ago,10,1/17/23,8:39,Tuesday
1/17/23,9:00,Nick Track,Updated 21 minutes ago,6,1/17/23,8:39,Tuesday
1/17/23,9:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/17/23,9:10,Nick Level 1 Fitness,Updated 31 minutes ago,4.67,1/17/23,8:39,Tuesday
1/17/23,9:10,Nick Level 2 Fitness,Updated 31 minutes ago,6,1/17/23,8:39,Tuesday
1/17/23,9:10,Nick Level 3 Fitness,Updated 31 minutes ago,8,1/17/23,8:39,Tuesday
1/17/23,9:10,Nick Power House,Updated 31 minutes ago,10,1/17/23,8:39,Tuesday
1/17/23,9:10,Nick Track,Updated 31 minutes ago,6,1/17/23,8:39,Tuesday
1/17/23,9:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/17/23,9:20,Nick Level 1 Fitness,Updated 41 minutes ago,4.67,1/17/23,8:39,Tuesday
1/17/23,9:20,Nick Level 2 Fitness,Updated 41 minutes ago,6,1/17/23,8:39,Tuesday
1/17/23,9:20,Nick Level 3 Fitness,Updated 41 minutes ago,8,1/17/23,8:39,Tuesday
1/17/23,9:20,Nick Power House,Updated 41 minutes ago,10,1/17/23,8:39,Tuesday
1/17/23,9:20,Nick Track,Updated 41 minutes ago,6,1/17/23,8:39,Tuesday
1/17/23,9:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/17/23,9:30,Nick Level 1 Fitness,Updated 51 minutes ago,4.67,1/17/23,8:39,Tuesday
1/17/23,9:30,Nick Level 2 Fitness,Updated 51 minutes ago,6,1/17/23,8:39,Tuesday
1/17/23,9:30,Nick Level 3 Fitness,Updated 51 minutes ago,8,1/17/23,8:39,Tuesday
1/17/23,9:30,Nick Power House,Updated 51 minutes ago,10,1/17/23,8:39,Tuesday
1/17/23,9:30,Nick Track,Updated 51 minutes ago,6,1/17/23,8:39,Tuesday
1/17/23,9:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/17/23,10:00,Nick Level 1 Fitness,Updated 25 minutes ago,5.33,1/17/23,9:35,Tuesday
1/17/23,10:00,Nick Level 2 Fitness,Updated 25 minutes ago,10,1/17/23,9:35,Tuesday
1/17/23,10:00,Nick Level 3 Fitness,Updated 25 minutes ago,10.5,1/17/23,9:35,Tuesday
1/17/23,10:00,Nick Power House,Updated 25 minutes ago,18.57,1/17/23,9:35,Tuesday
1/17/23,10:00,Nick Track,Updated 25 minutes ago,3,1/17/23,9:35,Tuesday
1/17/23,10:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/17/23,10:10,Nick Level 1 Fitness,Updated 35 minutes ago,5.33,1/17/23,9:35,Tuesday
1/17/23,10:10,Nick Level 2 Fitness,Updated 35 minutes ago,10,1/17/23,9:35,Tuesday
1/17/23,10:10,Nick Level 3 Fitness,Updated 35 minutes ago,10.5,1/17/23,9:35,Tuesday
1/17/23,10:10,Nick Power House,Updated 35 minutes ago,18.57,1/17/23,9:35,Tuesday
1/17/23,10:10,Nick Track,Updated 35 minutes ago,3,1/17/23,9:35,Tuesday
1/17/23,10:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/17/23,10:20,Nick Level 1 Fitness,Updated 45 minutes ago,5.33,1/17/23,9:35,Tuesday
1/17/23,10:20,Nick Level 2 Fitness,Updated 45 minutes ago,10,1/17/23,9:35,Tuesday
1/17/23,10:20,Nick Level 3 Fitness,Updated 45 minutes ago,10.5,1/17/23,9:35,Tuesday
1/17/23,10:20,Nick Power House,Updated 45 minutes ago,18.57,1/17/23,9:35,Tuesday
1/17/23,10:20,Nick Track,Updated 45 minutes ago,3,1/17/23,9:35,Tuesday
1/17/23,10:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/17/23,10:30,Nick Level 1 Fitness,Updated 55 minutes ago,5.33,1/17/23,9:35,Tuesday
